file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
P28_sent086,0.0,3.8379375,P28,-52.62900339496073,-61.06927849264706,10.029678426286225,25.0191765759402
P24_sent116,0.0,5.0029375,P24,-59.97217385165663,-62.5194785378196,9.82306933826224,24.419131696451085
P23_sent137,0.0,9.9931875,P23,-46.89738747492478,-63.70754804611206,9.795165575600437,22.495331754028285
P27_sent073,0.0,6.318375,P27,-55.828943452380955,-69.07402462429471,9.673269753201694,13.328717461887056
P29_sent001,0.0,7.6904375,P29,-53.26675052966102,-65.19918714250836,9.621762122845363,16.11621621924286
P30_sent086,0.0,6.3671875,P30,-41.19874815452756,-50.48423409461975,9.382384560565772,12.256873182612225
P30_sent110,0.0,23.0556875,P30,-48.359887017144096,-58.88725139072963,9.160804067430071,4.04914925940858
P27_sent009,0.0,8.4150625,P27,-52.76144438244047,-63.29401188270718,9.097410050279443,20.200303391194115
P24_sent130,0.0,5.0039375,P24,-55.465416352911646,-62.1444818651354,9.066698220913537,26.163794271241184
P30_sent116,0.0,7.4395,P30,-46.042589706873315,-56.57480972290039,8.889980348511324,4.090085348006751
P23_sent051,0.0,10.0039375,P23,-43.78031453532064,-63.96823662205746,8.806676072985578,22.240384486292914
P28_sent054,0.0,5.1181875,P28,-52.15963541666667,-62.767391324043274,8.806675091008547,14.035303526595309
P23_sent181,0.0,10.0029375,P23,-49.89210843562124,-61.962086941333524,8.774174964393922,18.465530177101304
P24_sent006,0.0,5.0,P24,-56.56038999748996,-64.8841964006424,8.71121065812825,20.776880521222953
P26_sent007,0.0,4.0049375,P26,-54.15639722047739,-60.48947475267493,8.685023025207174,21.01521820818047
P28_sent050,0.0,5.0635,P28,-51.975120907738095,-62.649409554221414,8.641925858595705,24.51485058342422
P29_sent109,0.0,4.870125,P29,-54.2407699742268,-72.78683234905374,8.437655307372102,24.273704310727744
P27_sent075,0.0,4.422875,P27,-50.37380149147727,-62.656803794529125,8.432639975355805,24.89878584234949
P27_sent107,0.0,8.8154375,P27,-60.778981711647724,-72.09906480370498,8.398016454353385,15.986426048531197
P23_sent121,0.0,10.0049375,P23,-50.013143474448896,-63.143285596692884,8.28267617771147,18.49998483606356
P22_sent104,0.0,5.001,P22,-61.71321222389558,-61.72636503331802,8.139125375740578,4.236924989347118
P23_sent017,0.0,10.0039375,P23,-41.607515812875754,-64.27291768391927,8.12606901022887,26.02578265572007
P22_sent062,0.0,5.005875,P22,-51.44926963301603,-55.809243520100914,8.112323998856738,18.14736254077472
P23_sent089,0.0,10.0,P23,-44.518975450901806,-59.41334683967359,8.000983819557941,24.60454973593402
P23_sent115,0.0,10.0029375,P23,-48.110067791833664,-62.449238220850624,7.90055873163456,24.955740771265063
P28_sent178,0.0,12.455125,P28,-47.33801936796624,-72.0709098682069,7.872612264308856,24.661601989462504
P23_sent187,0.0,10.001,P23,-53.83075134644289,-65.83045310974121,7.856203120268435,17.71132858547684
P27_sent029,0.0,10.7900625,P27,-53.003463759285054,-68.40735823108304,7.73581048119875,8.3855476001104
P29_sent077,0.0,5.5986875,P29,-53.018775201612904,-64.4040395563299,7.724705647465514,22.343004830464295
P25_sent165,0.0,4.006875,P25,-51.72817786654135,-59.73862047548647,7.723822144185375,22.517276812553998
P29_sent147,0.0,5.808625,P29,-62.243658246977546,-64.49386051722935,7.514371425366143,12.338785654367175
P23_sent069,0.0,10.0049375,P23,-46.612913326653306,-64.82809213491586,7.49408156352529,21.48773307707818
P23_sent029,0.0,10.001,P23,-48.951297125501,-60.815884272257485,7.448422535100239,22.004442593041958
P24_sent004,0.0,5.002,P24,-54.747211502259034,-59.88709443191002,7.4063139803271305,23.231098444922207
P22_sent014,0.0,5.001,P22,-51.75558483935743,-58.81952969781284,7.211336783835794,10.773680627170673
P24_sent040,0.0,5.002,P24,-61.043031501004016,-61.97760164415514,7.011003156666723,16.91356536239679
P27_sent181,0.0,4.838875,P27,-52.0667101594917,-61.690915995630725,6.920992260889806,24.276044408741658
P22_sent074,0.0,5.0019375,P22,-55.54859673067269,-63.019353594098774,6.749519530253263,1.1749013520283142
P23_sent091,0.0,10.0029375,P23,-49.077506575651306,-62.22420467800564,6.7348478983729,25.637846627776803
P21_sent020,0.0,4.0029375,P21,-53.07152461526382,-57.00533926486969,6.7348478983729,22.914531815910532
P29_sent043,0.0,8.2539375,P29,-55.22869835965978,-66.36552393713663,6.619586372065344,21.63110294657068
P29_sent065,0.0,7.6289375,P29,-53.84153765604468,-65.87118326822916,6.550504070264613,19.871783205198646
P30_sent052,0.0,7.55175,P30,-41.685993007138116,-51.547520150943676,6.4814431691250896,12.381921982790569
P29_sent151,0.0,8.6855625,P29,-51.19346975922722,-64.79021790448357,6.461404635940161,23.10898375017123
P23_sent045,0.0,10.0,P23,-46.61905451528056,-60.5347297668457,6.461404635940161,20.81279840332937
P30_sent136,0.0,15.9990625,P30,-42.74009015175219,-57.79544734954834,6.4097684900423095,4.553463792665315
P23_sent033,0.0,9.9990625,P23,-43.5328626002004,-64.69440776279994,6.343303259700068,25.204901974627266
P22_sent004,0.0,5.0039375,P22,-50.60693555471887,-56.46228948132745,6.343303259700068,17.06957035902064
P23_sent157,0.0,10.006875,P23,-45.675683495996,-60.848286946614586,6.3354523164484275,22.646953718346836
