file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
P22_sent074,0.0,5.0019375,P22,-56.918729605923694,-63.68336639404297,8.761744153132863,1.9090072401815785
P28_sent034,0.0,4.902375,P28,-53.42281153944672,-58.58651383717855,8.614358283760009,11.733493271057752
P29_sent001,0.0,7.6904375,P29,-51.25093709256845,-65.74059568132672,8.612683614390125,16.243092614070203
P27_sent183,0.0,4.2626875,P27,-54.97488115418632,-64.11898803710938,8.583447578778479,17.14370570352548
P21_sent160,0.0,4.0019375,P21,-52.71467690012563,-57.95908386230469,8.574942390620535,20.87393216414323
P28_sent178,0.0,12.455125,P28,-45.82047264368971,-71.75096739384166,8.512535860450715,24.661601504498364
P27_sent075,0.0,4.422875,P27,-49.85423916903409,-64.13549025162406,8.36459387879905,24.89878584234949
P24_sent008,0.0,5.0039375,P24,-51.839549604668676,-59.764033468146074,8.363779929136166,22.280855191841713
P25_sent183,0.0,4.0019375,P25,-51.81279934830402,-61.33620966397799,8.240322110527,24.82661244967109
P22_sent036,0.0,5.002,P22,-51.40207705823293,-59.34556552342006,8.184767011384386,18.998936257042878
P23_sent177,0.0,10.001,P23,-48.980210420841686,-62.35258428061881,8.047312135019407,21.841586605490377
P24_sent004,0.0,5.002,P24,-55.93669208082329,-61.32785355417352,8.027834571195639,24.64337066230965
P25_sent073,0.0,4.0049375,P25,-46.582521984924625,-59.904660034179685,7.812338223707149,26.30450923098183
P24_sent186,0.0,5.0039375,P24,-54.116979637299195,-62.08497146606445,7.756125106674729,20.271172816842302
P26_sent007,0.0,4.0049375,P26,-53.19535666614322,-60.20317260078762,7.722258718920138,21.01521820818047
P23_sent125,0.0,10.002,P23,-56.47817901427856,-63.40498582940353,7.691980243944481,5.929331397591639
P21_sent002,0.0,3.9980625,P21,-55.1045559830402,-61.52260182698568,7.627885783851045,13.994976088021842
P29_sent011,0.0,8.584,P29,-47.78626515040888,-68.18233384026422,7.621492481589044,11.788484140827924
P22_sent186,0.0,4.9980625,P22,-51.98742234563253,-56.303915100097655,7.619652305659769,14.799437104103383
P27_sent107,0.0,8.8154375,P27,-60.642649147727276,-73.3855037224002,7.513745399689216,15.521804858943243
P28_sent124,0.0,3.7588125,P28,-53.85482118983957,-63.711086604906164,7.4831827583354675,23.613609821567714
P24_sent006,0.0,5.0,P24,-56.377408069779115,-65.07319176197052,7.443432244565123,20.793122508487894
P29_sent181,0.0,7.7480625,P29,-45.15049421895213,-65.0183842976888,7.411821265673424,24.2596213076708
P29_sent183,0.0,11.1581875,P29,-52.963991668536806,-67.99898728080417,7.391636463340525,4.624361555137618
P29_sent013,0.0,5.0605625,P29,-52.47752743675595,-65.11494248001664,7.391635007739238,21.5381315227936
P25_sent041,0.0,4.0039375,P25,-43.399733040201006,-66.1147873618386,7.332000989853539,23.865611060732398
P27_sent055,0.0,6.0234375,P27,-51.11310546875,-70.39626502990723,7.331722073155468,17.283565820889795
P23_sent069,0.0,10.0049375,P23,-45.784142503757515,-63.61556938367012,7.258644379897627,19.241302137529864
P30_sent060,0.0,4.71875,P30,-38.14050864361702,-54.9017167524858,7.244972421457518,11.914984615490113
P26_sent037,0.0,4.0029375,P26,-68.69030700376885,-74.65003335886988,7.210243663686866,11.844377617657807
P25_sent151,0.0,4.0029375,P25,-56.07583326790201,-61.423251978556316,7.147428779852149,22.050350711352486
P23_sent017,0.0,10.0039375,P23,-40.66148703657315,-63.0520201365153,7.147428779852149,26.041536463711093
P25_sent165,0.0,4.006875,P25,-51.642245261591476,-61.05530802408854,7.113145518199144,21.197906453446542
P30_sent162,0.0,4.5908125,P30,-40.90266001094092,-50.46004907708419,7.08944259424686,12.840277866685136
P23_sent029,0.0,10.001,P23,-48.203927386022045,-60.18896555900574,7.073774116362565,22.1793265011776
P22_sent170,0.0,5.001,P22,-54.37330964482932,-54.59145598941379,6.986756787919051,15.04051073805118
P26_sent093,0.0,4.0029375,P26,-57.718391763505025,-61.206421170915874,6.986119830958557,13.119390184357695
P25_sent021,0.0,4.0049375,P25,-52.779066229585425,-64.66802110343144,6.937304569038264,22.373037259363485
P30_sent098,0.0,7.2158125,P30,-40.22648654513889,-52.43113658739173,6.922069698652741,13.074223850349426
P28_sent134,0.0,3.422875,P28,-50.67375344669118,-67.29125571250916,6.9032167295599125,22.111807018272053
P24_sent126,0.0,4.9990625,P24,-56.890299479166664,-60.800851080152725,6.886358517516164,20.618907794385365
P24_sent150,0.0,5.002,P24,-60.34482068900602,-66.6724129953692,6.867959252309338,13.471919969640576
P23_sent099,0.0,10.0039375,P23,-43.35244708166333,-59.61967250279018,6.781117982420229,18.99902441051636
P26_sent199,0.0,4.004875,P26,-67.30087939698493,-66.39885729835147,6.718530014802959,1.1216492759542938
P27_sent181,0.0,4.838875,P27,-51.73003112033195,-62.85928647271518,6.690824635933288,24.293769037672515
P24_sent040,0.0,5.002,P24,-61.04943210341366,-62.13820277033626,6.675547239481932,16.91356536239679
P27_sent073,0.0,6.318375,P27,-53.11547619047619,-67.78208796183269,6.675543001342519,8.772831949811655
P29_sent163,0.0,6.7734375,P29,-56.00751736111111,-67.95225916410747,6.664365474389662,10.557444078964428
P27_sent011,0.0,6.92675,P27,-54.90808158465991,-65.21615982055664,6.549764071875106,21.540235429296168
P29_sent147,0.0,5.808625,P29,-63.458886550086355,-65.80226300557455,6.488101110012377,12.416114792566702
P23_sent009,0.0,10.001,P23,-42.15902116733467,-59.94590096724661,6.486762870607462,14.943108101540947
P29_sent197,0.0,5.32525,P29,-47.38328698799435,-59.10437545776367,6.478680524619084,21.561918063741246
P27_sent021,0.0,5.4883125,P27,-52.02283406649909,-66.77939303716023,6.478680524619084,18.397570507808048
P22_sent120,0.0,5.005875,P22,-52.43970754008016,-55.530285716056824,6.477256790916862,14.194265212158868
P23_sent013,0.0,10.004875,P23,-44.92041896292585,-63.607283332131125,6.422839741495631,14.302139975991905
P25_sent195,0.0,4.0029375,P25,-43.40558260050251,-68.44198396470811,6.41344617654874,26.33338413284005
P30_sent052,0.0,7.55175,P30,-42.5210979000664,-51.923310089111325,6.39142637974106,9.246403711363772
P29_sent065,0.0,7.6289375,P29,-53.03790243101183,-65.87961552937826,6.34195908215076,19.893524871869943
P30_sent122,0.0,9.6465,P30,-36.80355172637591,-55.66342437744141,6.298297567154005,11.83089970545929
P24_sent164,0.0,5.004875,P24,-63.4271656940261,-66.87940805608577,6.2927052771402545,16.46731175829813
P23_sent033,0.0,9.9990625,P23,-42.48716573772545,-63.108531733921595,6.2549568324167595,23.62464629034269
P23_sent075,0.0,9.9990625,P23,-47.469564128256515,-61.824181365966794,6.174203132692821,7.622698452857762
P30_sent136,0.0,15.9990625,P30,-42.0803201267209,-58.17619809237394,6.17419564033483,4.631296139233317
P23_sent117,0.0,10.002,P23,-44.150895541082164,-62.44684326171875,6.109665454289807,21.117042163125795
P30_sent108,0.0,16.5185625,P30,-43.61809659090909,-50.76788804969009,6.036407029714146,8.063658415279075
P29_sent151,0.0,8.6855625,P29,-50.70043072376009,-64.87501241646561,6.036407029714146,23.06146828767055
P21_sent184,0.0,4.002,P21,-56.00745917085427,-60.40202448918269,6.024278904684689,12.413657224135537
P22_sent030,0.0,5.001,P22,-48.19047282881526,-51.891876884128735,5.981071965979204,22.755780838129724
P29_sent085,0.0,6.9668125,P29,-54.60158498201439,-65.59530920731395,5.9023018840741255,19.411650754367408
P30_sent026,0.0,5.798875,P30,-39.4247100724481,-54.2529955777255,5.8599511614638145,11.469505624947725
P27_sent131,0.0,11.703125,P27,-56.07600131100171,-68.78617697051077,5.845548190443856,4.292381320460594
P24_sent196,0.0,4.9990625,P24,-46.05355798192771,-59.94963240623474,5.804277059257718,22.841569706092066
P28_sent026,0.0,6.3105625,P28,-55.17770642885532,-62.51064788463504,5.696724218184987,13.684214015551914
P24_sent144,0.0,5.0019375,P24,-51.77719863830321,-61.781717027936665,5.696722523338721,27.855601083439048
P22_sent144,0.0,5.0029375,P22,-54.27582988202811,-57.84399945395334,5.696720828492455,16.846484634536463
P27_sent033,0.0,6.6328125,P27,-48.680887150151285,-62.323850274086,5.682168122909026,22.87492029726316
P23_sent107,0.0,9.9980625,P23,-48.08872432364729,-62.08217528059676,5.682168122909026,20.683781449288087
P24_sent086,0.0,5.0,P24,-46.30057730923695,-62.655759026022515,5.625635586390167,29.660688214202715
P22_sent154,0.0,5.005875,P22,-55.797454283567134,-58.41554534435272,5.60898555101745,9.406936544759937
P28_sent078,0.0,3.3671875,P28,-50.091085587686564,-66.85325978597005,5.598892453986638,23.88716481773235
P26_sent073,0.0,4.0039375,P26,-59.71091296325377,-61.519752942598785,5.555841437065644,20.408115846198463
P24_sent132,0.0,5.01075,P24,-52.74354568512024,-59.60548221363741,5.554546954595346,14.633083144984251
P23_sent121,0.0,10.0049375,P23,-49.62646777930862,-60.85394489765167,5.551310535357021,10.203559669600583
P26_sent055,0.0,4.0078125,P26,-60.44243910557644,-65.65129611366673,5.536701389859945,16.279580860041825
P22_sent082,0.0,5.0029375,P22,-53.390330854668676,-61.76580016677444,5.42528106951315,17.54966246245701
P22_sent086,0.0,5.002,P22,-42.846028645833336,-56.11086721981273,5.412373080698238,22.70340300240572
P25_sent075,0.0,4.0039375,P25,-53.68161608825377,-62.7291016351609,5.363902377228906,21.370459447826043
P23_sent123,0.0,10.0029375,P23,-44.30421781062124,-59.13263702392578,5.3412878385959495,14.378276754767048
P22_sent056,0.0,5.004875,P22,-55.14477441014056,-56.351373748779295,5.329463774425613,7.93669546615782
P21_sent036,0.0,3.996125,P21,-50.07289376570352,-63.26293034023709,5.322213244487572,16.524608950452986
P30_sent104,0.0,9.558625,P30,-43.875278432914044,-55.32925629615784,5.295007717082369,12.632070247955657
P27_sent039,0.0,5.1171875,P27,-49.30265012254902,-62.95485513860529,5.270893508459219,16.36905758068951
P28_sent122,0.0,4.7275625,P28,-47.427365313163484,-62.722983042399086,5.199113964698841,25.35461556408267
P22_sent152,0.0,5.0019375,P22,-49.825105107931726,-55.467452697753906,5.199112269852575,16.4848562694599
P24_sent062,0.0,5.001,P24,-47.73582219503012,-57.133301326206755,5.164872218510204,20.09373436084102
P27_sent101,0.0,6.255875,P27,-53.58144906850961,-65.98289529900802,5.163200453822351,22.613297336237665
P30_sent168,0.0,4.4385,P30,-41.02465709841629,-52.49869155883789,5.128025332904021,11.156999271901675
P30_sent164,0.0,5.766625,P30,-41.87306725543478,-53.409095764160156,5.0267309064980505,13.321731538550788
P23_sent139,0.0,9.9990625,P23,-45.878612694138276,-62.99683354695638,5.016253938588961,25.313155228064446
P24_sent046,0.0,5.0,P24,-56.71165129267068,-62.9580947680351,4.958394452880431,26.228986859411833
P23_sent067,0.0,10.002,P23,-39.69314801477956,-58.47330036869756,4.927311375217549,24.497201816598697
P26_sent089,0.0,4.0078125,P26,-60.33512981672932,-61.41900634765625,4.923466558066796,8.593735011972834
P23_sent141,0.0,10.0039375,P23,-45.14710671342685,-58.77346696244909,4.890261359173749,23.49281537777448
P23_sent051,0.0,10.0039375,P23,-42.47073835170341,-61.55661201477051,4.890261359173749,20.47484727876369
P23_sent005,0.0,10.005875,P23,-40.2177685497998,-61.45346410650956,4.861225135014325,26.33992334448812
P28_sent182,0.0,3.6543125,P28,-46.84734956095041,-59.20541235116812,4.861080495702585,23.772403771956256
P23_sent045,0.0,10.0,P23,-45.97700087675351,-59.89181610107422,4.861080495702585,21.021373846392862
P22_sent116,0.0,5.002,P22,-48.9074265813253,-56.32583526611328,4.843677585109804,14.5694912577363
P27_sent015,0.0,5.585,P27,-46.15553817885996,-61.17438597906204,4.822426987076271,23.129320127446363
P24_sent138,0.0,5.0,P24,-52.54681617093374,-65.85612284342447,4.814169679530666,19.099905769144158
P29_sent043,0.0,8.2539375,P29,-57.93723895048603,-70.04095813839935,4.8128642247001405,11.47463156929938
P28_sent010,0.0,7.558625,P28,-47.340501699270554,-59.61264920915876,4.802145856417237,23.450881259647694
P27_sent121,0.0,4.2939375,P27,-50.040210589871194,-65.25539096196492,4.776073315957633,23.390281829779667
P24_sent016,0.0,5.001,P24,-50.04620434864458,-60.810340627034506,4.7760715523332715,28.307187492955244
P29_sent149,0.0,7.78325,P29,-45.1010490496134,-64.40158658149915,4.776066261460189,24.104926613321155
P29_sent121,0.0,5.4140625,P29,-51.99716996173469,-61.24814360482352,4.753791811849449,22.82094140418697
P25_sent089,0.0,4.0039375,P25,-47.192417163944725,-59.539835975283665,4.701503711212696,26.036027247212544
P24_sent178,0.0,5.0,P24,-58.44226907630522,-67.76330860682896,4.617319010834488,27.898643537058824
P23_sent047,0.0,10.002,P23,-47.66677104208417,-60.682366689046226,4.617319010834488,23.99861761880487
P23_sent189,0.0,9.9990625,P23,-37.16348713051102,-61.10739764045267,4.584399087343885,24.62954662955091
P24_sent198,0.0,5.005875,P24,-51.347088708667336,-58.15048814431215,4.562443753988308,24.170655206060445
P29_sent005,0.0,4.7578125,P29,-48.581470859704645,-62.15836572647095,4.562437597694396,23.340724173798556
P23_sent195,0.0,10.005875,P23,-37.720505661911915,-62.783721026252294,4.510816777685694,18.235867295627557
P23_sent025,0.0,10.0029375,P23,-52.16726813001002,-62.01609606061663,4.508606699430168,10.60828930708982
P25_sent161,0.0,4.002,P25,-48.748046875,-62.90539154639611,4.492172317700924,22.959911747938524
P28_sent036,0.0,4.1914375,P28,-49.183275254796165,-60.820213317871094,4.492171218271108,22.26870831438334
P28_sent050,0.0,5.0635,P28,-51.70062934027778,-63.63631751320579,4.4708207077314075,24.51485058342422
P27_sent025,0.0,4.1181875,P27,-53.709975228658536,-67.88872597434305,4.4708207077314075,24.62961293677175
P30_sent124,0.0,4.9990625,P30,-40.775378859186745,-51.29515520731608,4.417157658264745,12.622208094158188
P23_sent001,0.0,9.9990625,P23,-38.26962910195391,-65.37540538494403,4.399944448628147,20.695747373473758
P23_sent079,0.0,10.0019375,P23,-45.96040127129258,-60.13551852167869,4.399944448628147,24.589567677842545
P29_sent067,0.0,4.6699375,P29,-57.21844758064516,-64.68484539455838,4.364663581142222,18.114569198837742
P28_sent042,0.0,4.6386875,P28,-50.13564072646104,-60.1210041752568,4.346069026469925,26.205616155482073
P22_sent022,0.0,5.0,P22,-54.41777265311245,-58.26279657537287,4.304224162158644,16.71659594828729
P23_sent011,0.0,10.0029375,P23,-45.739494614228455,-61.49453032644171,4.288491074990149,18.29482229540516
P23_sent147,0.0,10.0,P23,-45.91154574774549,-59.17957120328336,4.279920709147665,12.09294536102777
P25_sent091,0.0,4.0039375,P25,-57.79246329302764,-65.98497541327225,4.27498208952137,22.94072614904603
P29_sent071,0.0,4.3574375,P29,-49.94217579925115,-64.04204806159524,4.274980394675104,24.757090773463688
P23_sent111,0.0,10.01175,P23,-47.230648617367365,-59.54162906078582,4.254339509887511,20.204305289312025
P24_sent100,0.0,4.997125,P24,-51.30309127133534,-59.88183646366514,4.25392889958899,28.539988040333597
P24_sent188,0.0,5.004875,P24,-41.686652861445786,-61.211355321547565,4.2338687732666624,27.733202249287128
P21_sent086,0.0,3.9990625,P21,-51.655283252198494,-56.709219901792466,4.228703485682154,15.516465440451745
P25_sent121,0.0,4.0039375,P25,-51.93467336683417,-62.57072815528283,4.207910368861585,21.10562019216652
P29_sent125,0.0,5.3740625,P29,-56.46867698598131,-67.51301879882813,4.203051004438926,23.46266742686188
P29_sent109,0.0,4.870125,P29,-53.424706024484536,-73.11960970122239,4.203051004438926,24.218054627883433
P23_sent119,0.0,9.9990625,P23,-43.34298675475952,-58.69965342986278,4.203051004438926,22.64837973959007
P25_sent011,0.0,4.0039375,P25,-47.950249293341706,-65.35416158040364,4.203049183161612,24.537377342805822
P23_sent089,0.0,10.0,P23,-43.42344063126252,-58.84454784971295,4.203047361884298,24.332754925506144
P23_sent163,0.0,10.0039375,P23,-46.31065646918837,-62.050031699386295,4.20304371932967,22.258455218381638
P29_sent191,0.0,4.76075,P29,-51.082488627373415,-67.43188994271415,4.197575461225458,21.63765836653915
P29_sent187,0.0,4.5029375,P29,-59.63246372767857,-63.5049732349537,4.1842997433903975,14.027506328654212
P24_sent120,0.0,5.001,P24,-53.78898798318273,-61.952489614486694,4.1842997433903975,9.301683734659811
P21_sent062,0.0,4.001,P21,-55.26408409233668,-62.72964943779839,4.184298420672127,13.419377523084696
P23_sent183,0.0,10.0029375,P23,-43.8984648985471,-60.7555302090115,4.153214153760969,23.99740733978171
P29_sent003,0.0,5.917,P29,-51.22949549788136,-62.22101516723633,4.13943217854974,20.777460654515334
P23_sent061,0.0,9.9990625,P23,-51.71519210295591,-59.90987178257534,4.132808215624262,16.866864334358244
P26_sent171,0.0,4.0029375,P26,-50.60242128611809,-65.21006181504991,4.132807368201129,17.669587721040422
P30_sent030,0.0,6.51075,P30,-37.31664399557011,-49.528341068941,4.130309031756391,12.8983181724979
P23_sent131,0.0,10.004875,P23,-43.28443605961924,-63.015963167757604,4.123266338558898,26.201246569836037
P23_sent019,0.0,10.001,P23,-41.87650300601202,-59.350928200615776,4.12326194083963,26.73853245248675
P27_sent115,0.0,4.3828125,P27,-45.44107475630734,-60.2158327604595,4.10921170882384,25.002400748570196
P21_sent112,0.0,4.0,P21,-51.578286942525125,-58.062691321739784,4.095312495031587,21.44739843639419
P21_sent104,0.0,3.9990625,P21,-53.67382321765076,-66.00791191332269,4.094808718826219,20.83424502448064
P26_sent087,0.0,4.0039375,P26,-60.78196156564071,-65.38247636307118,4.082668523674379,10.94130317786146
P22_sent100,0.0,5.002,P22,-52.75250611822289,-57.88808072846511,4.080417314665278,11.888530840221954
P23_sent187,0.0,10.001,P23,-53.366173753757515,-64.80642501831055,4.07598452181057,13.144587377880672
P22_sent010,0.0,5.0029375,P22,-52.90100244728916,-58.018930635954206,4.071440821537284,23.140188632125316
P27_sent087,0.0,3.1045,P27,-48.48990779728084,-69.67759496515447,4.061721278675708,25.649981328820143
P26_sent175,0.0,4.0029375,P26,-58.12163846576633,-66.42994169755416,4.061721278675708,11.81996758376379
P28_sent168,0.0,5.0645,P28,-47.98368908110119,-58.40769631522043,4.048188651410286,15.994739063347806
P22_sent112,0.0,4.9990625,P22,-62.28384632279116,-63.745241248089336,4.020893560839271,4.4488242311620745
P28_sent038,0.0,4.3896875,P28,-46.376693900171624,-59.326531982421876,3.9906343417271533,26.439776710029133
P22_sent084,0.0,5.002,P22,-52.8599750564759,-56.20401158540145,3.9744355879107776,16.451789716949904
P23_sent091,0.0,10.0029375,P23,-48.33222695390781,-61.361638726128476,3.971197798585427,25.464083485584073
P22_sent042,0.0,4.9941875,P22,-53.93351515342052,-59.98425465538388,3.964507864452716,18.338759002654605
P30_sent192,0.0,5.2393125,P30,-47.23322258141762,-54.93544626235962,3.9502828503099012,12.1030237353783
P28_sent080,0.0,3.798875,P28,-51.47798342427249,-62.265983734130856,3.9366265980043087,13.941208607841604
P23_sent133,0.0,9.9931875,P23,-50.834389888415245,-61.19869927799,3.9366265980043087,8.209717293665358
P24_sent106,0.0,5.0039375,P24,-54.956662587851405,-62.73720993866792,3.9349745279036425,27.82211404550626
P23_sent193,0.0,9.9980625,P23,-47.20755182239479,-62.29774698717841,3.934968020522324,21.592185331120582
P22_sent040,0.0,4.9941875,P22,-56.47655857017103,-56.12166770728859,3.9195457099323328,2.392850761295282
P27_sent029,0.0,10.7900625,P27,-51.733091051532035,-69.97087060251543,3.906904695524776,8.445800628195895
P23_sent015,0.0,10.004875,P23,-39.73676650175351,-64.91038151791221,3.897491666893056,25.04336565184088
P24_sent166,0.0,5.0029375,P24,-52.03727017444779,-61.99620858554182,3.886246113183824,22.72096812544406
P30_sent050,0.0,9.4463125,P30,-36.32745807926829,-55.23320484161377,3.85060249093913,9.349531671932242
P30_sent078,0.0,4.288125,P30,-36.796147723946135,-52.22050952911377,3.8465838307703817,13.133352814344159
P23_sent055,0.0,10.005875,P23,-43.83742336086086,-62.331491470336914,3.839047008645516,22.58542537507089
P29_sent033,0.0,5.1084375,P29,-48.22147056114931,-66.0432997993801,3.787791134793229,21.947477092955282
P27_sent081,0.0,3.40725,P27,-48.546730964233035,-64.6125036875407,3.7773718360352246,14.98844179117748
P22_sent020,0.0,5.001,P22,-59.279775351405625,-63.117119047376846,3.7543570611274206,9.92910550869546
P22_sent014,0.0,5.001,P22,-52.22669976782129,-57.26321370978104,3.754356511412512,9.083205997572058
P27_sent149,0.0,6.6396875,P27,-52.32916942031722,-66.56656447323886,3.728497921394299,21.2672671071044
P23_sent059,0.0,10.0039375,P23,-43.86481165455912,-57.933820724487305,3.7284950101917254,24.31173601987032
P30_sent044,0.0,9.6143125,P30,-38.701357208029194,-49.643139504097604,3.725341965770178,11.562347178332336
P27_sent027,0.0,6.3115625,P27,-50.05784230922099,-60.978086072345114,3.7062865939329366,21.423843988797238
P21_sent164,0.0,4.0029375,P21,-46.23029208542714,-59.77086188576438,3.7062857465098036,22.71144095916503
P25_sent063,0.0,4.002,P25,-44.370514682788944,-64.3059899179559,3.70628489908667,21.400386775223467
P28_sent106,0.0,3.8144375,P28,-46.365651797493406,-60.453301429748535,3.6965077045570784,24.932224850496404
P22_sent004,0.0,5.0039375,P22,-51.594110818273094,-57.16313010767887,3.6900139215991485,15.935052389076326
P29_sent123,0.0,5.2803125,P29,-55.32278546815589,-70.42074323955335,3.6900128873823594,6.279655708688734
P24_sent018,0.0,5.006875,P24,-51.82079001753507,-63.132367346021866,3.6621324903440944,31.107539622658784
P26_sent153,0.0,4.0029375,P26,-57.01767136463568,-60.340901947021486,3.649829180784231,10.136147463534599
P21_sent186,0.0,3.9980625,P21,-46.328134814698494,-57.92707061767578,3.644549710326464,23.83957216714862
P23_sent159,0.0,10.0029375,P23,-46.97810073271543,-60.56857231685093,3.6131677420332244,16.518406262503046
P23_sent103,0.0,10.0019375,P23,-43.81693073647295,-64.50535801478794,3.603256577812109,21.670607745664743
P22_sent166,0.0,5.0,P22,-51.3951313064759,-56.13779252150963,3.5925261708231626,15.391118537669676
P22_sent052,0.0,4.9980625,P22,-50.16655685240964,-54.17697085756244,3.5925261708231626,14.831673719480793
P26_sent079,0.0,4.002,P26,-51.776833385678394,-55.03339698097923,3.5783273956715127,13.213331295713507
P29_sent119,0.0,4.03325,P29,-52.193276574189525,-62.294398914683946,3.575376924940374,20.89436942829895
P23_sent021,0.0,10.0,P23,-44.27000876753507,-61.510627110799156,3.569903521841499,21.830217429202627
P23_sent049,0.0,9.9941875,P23,-39.82193847166499,-60.773929595947266,3.5699013229818646,23.467046532670395
P23_sent097,0.0,10.0029375,P23,-42.06739259769539,-57.59374213218689,3.5641110251895616,21.814721035886624
P23_sent151,0.0,10.0029375,P23,-44.94603660445892,-61.34381534207252,3.5404779772442794,17.74392036154612
P28_sent054,0.0,5.1181875,P28,-51.71659007352941,-62.87667679786682,3.5336575557042536,23.739413906736225
P29_sent179,0.0,4.9258125,P29,-51.98578713721996,-66.53447878360748,3.5295838555513885,21.314639514144925
P27_sent009,0.0,8.4150625,P27,-52.708337983630955,-63.48352189497514,3.5295838555513885,7.649281652156899
P22_sent168,0.0,5.005875,P22,-43.45570046342685,-53.64915348933293,3.5295838555513885,16.91107588473782
P21_sent048,0.0,4.0029375,P21,-60.27801605684673,-62.74676513671875,3.4985147483186894,9.917200709939708
P28_sent144,0.0,3.047875,P28,-49.426828718028055,-64.83747794411399,3.493024088241008,24.32869522479154
P24_sent110,0.0,5.0,P24,-53.901335811997996,-61.346520931162736,3.493024088241008,28.37939496783088
P23_sent105,0.0,10.0049375,P23,-38.92720988852705,-60.17394705379711,3.493024088241008,24.987432688968767
P30_sent092,0.0,5.2383125,P30,-41.194085249042146,-50.56967639923096,3.4731231476735216,12.253841321045897
P30_sent150,0.0,15.3574375,P30,-40.354827045306386,-55.52982116327053,3.4606158642318143,4.771260937735029
P28_sent148,0.0,6.254875,P28,-48.24390236256019,-63.31221410390493,3.46061360857738,19.238886511466873
P23_sent161,0.0,9.9990625,P23,-42.1202248246493,-57.36723774235423,3.4365982777720694,26.673652283296335
P27_sent035,0.0,4.0390625,P27,-52.38093225279851,-64.92380868820916,3.421937151292454,8.123215162137448
P23_sent063,0.0,10.001,P23,-38.718295966933866,-60.559950147356304,3.386448007320256,23.06899275425019
P27_sent097,0.0,3.2480625,P27,-45.13839372097523,-61.59491595099954,3.385447783695943,23.73956863952251
P27_sent189,0.0,11.1191875,P27,-56.181499859234236,-72.70420619419643,3.3621813015572313,8.164089454605746
P28_sent164,0.0,5.61525,P28,-52.764927455357146,-65.05115610758463,3.3556228035185205,22.739544035981297
P22_sent156,0.0,5.001,P22,-52.73255522088353,-61.66814562479655,3.3524728226486187,17.778756617070968
P30_sent012,0.0,4.15825,P30,-37.99584135341183,-53.212728118896486,3.3508502143438994,11.823356758327144
P21_sent052,0.0,4.0029375,P21,-51.94422797581658,-61.573140939076744,3.3508502143438994,17.701888691439578
P22_sent094,0.0,5.005875,P22,-43.37600591808617,-56.29026291587136,3.341024866175761,22.22287331440776
P30_sent024,0.0,7.7998125,P30,-40.71205715777635,-52.70620506040512,3.2996105285330195,11.439019445022808
P27_sent187,0.0,3.4306875,P27,-53.20295317082111,-65.25095350846,3.2996105285330195,22.163971322676137
P23_sent041,0.0,10.0,P23,-47.336704659318634,-62.1317347964725,3.298097654538326,22.888588614401936
P22_sent076,0.0,4.9990625,P22,-53.32468938253012,-60.21893741238502,3.2932232129126167,12.15312026808294
P22_sent188,0.0,5.0019375,P22,-47.01647998242972,-57.415009891285614,3.2928646804334747,21.207200315713482
P27_sent137,0.0,4.2315,P27,-51.27354884204276,-66.77756867041954,3.2863729918013163,18.64977855921397
P23_sent003,0.0,10.001,P23,-40.119622056613224,-61.074657531011674,3.2863693492466877,26.643923395737033
P26_sent155,0.0,4.0029375,P26,-62.127895336055275,-56.78714043753488,3.279764972241612,3.1589686918466846
P29_sent073,0.0,2.869125,P29,-49.3648163377193,-65.14495988325639,3.2797632773953453,23.548955688752486
P30_sent028,0.0,6.5751875,P30,-41.61583579458841,-50.02671129563276,3.2713935250616606,6.731266126656772
P23_sent149,0.0,9.9980625,P23,-39.18727298346693,-61.07922729492188,3.2713935250616606,25.191277773577198
P29_sent055,0.0,6.5820625,P29,-48.841472346608235,-65.9834807135842,3.2713704200156366,22.65548800757734
P28_sent088,0.0,4.359375,P28,-51.14103002592166,-62.23649311065674,3.256232373747894,23.340141275517446
P26_sent183,0.0,4.0039375,P26,-53.562509814698494,-64.96297903621898,3.256231339531105,17.427508850280542
P24_sent194,0.0,4.9931875,P24,-46.54181338028169,-63.38381800932043,3.2284610124678808,26.356808030299632
P23_sent157,0.0,10.006875,P23,-44.729147115865864,-63.0388594309489,3.212854218962769,22.699876287399185
P28_sent040,0.0,3.797875,P28,-50.78760540674603,-61.41318045722114,3.2086763404467913,14.440830315401595
P27_sent037,0.0,6.7275625,P27,-54.24584342399404,-69.47866070270538,3.169475029960854,14.45346351514816
P24_sent014,0.0,5.002,P24,-49.67080431099398,-60.42120461714895,3.169475029960854,23.43907239729035
P29_sent007,0.0,6.621125,P29,-49.30785097064394,-67.43606732686361,3.1543696833243993,21.249114851011328
P26_sent099,0.0,4.0029375,P26,-62.71690483668342,-64.01516352201763,3.149393574180308,13.071198942381697
P28_sent064,0.0,4.9355625,P28,-55.12823932926829,-64.17111645322858,3.148309366157965,19.57997887525514
P28_sent188,0.0,8.0869375,P28,-51.69483813506815,-61.09570334939396,3.1375910983445032,8.04994389066482
P27_sent193,0.0,3.78225,P27,-51.216599484707444,-66.89048617819081,3.137589403498237,21.670690208053912
P30_sent068,0.0,6.3105625,P30,-35.16698131955485,-49.05034530639649,3.1272924786768415,13.649202684187632
P28_sent126,0.0,4.76175,P28,-55.951637493407176,-61.91804831368582,3.1260968751757288,5.256055339543947
